// Contiene le regole utilizzate da Sequenze per compilare il file;;;;;;;;;;;;
// ayv.txt che verrà poi usato per chiamare il plug-in adatto;;;;;;;;;;;;
// ad elaborare una determinata immagine;;;;;;;;;;;;
// al posto del punto e virgola metto il carattere §;;;;;;;;;;;;
// N.B. si hanno 4 directions vup verticale a crescere, vdw vertivale a scendere ;;;;;;;;;;;;
// hsx orizz. verso sx, hdx orizz. verso dx                  ;;;;;;;;;;;;
// CODICE;COMMENTO;DA PASSARE;TOTALI;IMAORDER;IMA_INCR;SPARE_1;SPARE_2;SPARE_3;COIL;DIRECTION;DEPTH;PLUGIN
//SIEMENS SIMPHONY +  AVANTO;;;;;;;;;;;;
// BODY;;;;;;;;;;;;
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL3;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL4;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL5;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL6;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL7;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL8;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL9;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL10;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL11;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL12;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL13;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL14;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL15;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL16;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL;x;x;p12rmn_
//;;;;;;;;;;;;
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL1;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL2;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL3;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL4;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL5;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL6;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL7;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL8;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL9;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL10;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL11;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL12;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL13;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL14;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL15;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL16;x;30;p10rmn_
SL2S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SHL;x;x;p12rmn_
//;;;;;;;;;;;;
// AERA NEURO + SKYRA;;;;;;;;;;;;
//;;;;;;;;;;;;
PS4F_;Flash SPECIAL COIL;4;4;0;0;777;888;999;SC1;x;30;p10rmn_
PS4F_;Flash SPECIAL COIL;4;4;0;0;777;888;999;SC2;x;30;p10rmn_
PS4F_;Flash SPECIAL COIL;4;4;0;0;777;888;999;SC3;x;30;p10rmn_
PS4F_;Flash SPECIAL COIL;4;4;0;0;777;888;999;SC4;x;30;p10rmn_
PS4F_;Flash SPECIAL COIL;4;4;0;0;777;888;999;SC;x;x;p12rmn_
//;;;;;;;;;;;;
PS4S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SC1;x;30;p10rmn_
PS4S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SC2;x;30;p10rmn_
PS4S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SC3;x;30;p10rmn_
PS4S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SC4;x;30;p10rmn_
PS4S_;Spineco SHOULDER LARGE;4;4;0;0;777;888;999;SC;x;x;p12rmn_
//;;;;;;;;;;;;
// SKYRA HEAD 64;;;;;;;;;;;;
//;;;;;;;;;;;;
JUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;H10;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;H11;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;H12;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;H13;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;H20;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;H21;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;H22;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;H23;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;H24;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;H25;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H30;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H31;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H32;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H33;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H34;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H35;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H40;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H41;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H42;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H43;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H44;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H45;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H46;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H47;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H48;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H49;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H50;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H51;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H52;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H53;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H54;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;H55;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H70;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H71;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H60;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H61;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H62;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H63;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H64;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H65;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H66;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H67;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H68;x;30;p10rmn_
JUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;H69;x;30;p10rmn_
JUS1A;Flash HEAD64;4;12;0;0;777;888;999;HC1-6;x;x;p12rmn_
//;;;;;;;;;;;;
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H50;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H51;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H52;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H53;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H54;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H55;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H70;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H71;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H80;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H81;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H82;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H83;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H84;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H85;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H86;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;2x4;0;777;888;999;H87;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N10;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N11;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N12;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N30;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N31;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N32;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N20;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N21;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N22;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N23;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N24;x;30;p10rmn_
KUS1A;Flash HEAD64;4;4;1x3;0;777;888;999;N25;x;30;p10rmn_
KUS1A;Flash HEAD64;4;8;0;0;777;888;999;HC5,7*NC1,2;x;x;p12rmn_

//////;;;;;;;;;;;;
//////;;;;;;;;;;;;
JUSAA;Spineco HEAD64;2;2;3;0;777;888;999;H10;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;3;0;777;888;999;H11;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;3;0;777;888;999;H12;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;3;0;777;888;999;H13;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;3;0;777;888;999;H20;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;3;0;777;888;999;H21;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;3;0;777;888;999;H22;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;3;0;777;888;999;H23;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;3;0;777;888;999;H24;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;3;0;777;888;999;H25;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H30;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H31;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H32;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H33;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H34;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H35;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H40;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H41;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H42;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H43;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H44;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H45;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H46;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H47;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H48;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H49;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H50;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H51;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H52;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H53;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H54;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H55;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H60;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H61;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H62;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H63;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H64;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H65;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H66;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H67;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H68;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H69;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H70;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;2;1;0;777;888;999;H71;x;30;p10rmn_
JUSAA;Spineco HEAD64;2;6;0;0;777;888;999;HC1-6;x;x;p12rmn_
//;;;;;;;;;;;;
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H50;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H51;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H52;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H53;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H54;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H55;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H70;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H71;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H80;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H81;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H82;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H83;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H84;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H85;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H86;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;2;0;777;888;999;H87;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N10;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N11;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N12;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N20;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N21;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N22;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N23;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N24;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N25;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N30;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N31;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;2;1;0;777;888;999;N32;x;30;p10rmn_
KUSAA;Spineco HEAD64;2;4;0;0;777;888;999;HC5,7*NC1,2;x;x;p12rmn_
//;;;;;;;;;;;;
// SKYRA HEAD 16 PEDIATRICA;;;;;;;;;;;;
//;;;;;;;;;;;;
PUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;P1;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;P2;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;P3;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;P4;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;P5;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;P6;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;P7;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;P8;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;P9;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;P10;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;1x4;0;777;888;999;P11;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;P12;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;P13;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;3x6;0;777;888;999;P14;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;P15;x;30;p10rmn_
PUS1A;Flash HEAD64;4;4;2x5;0;777;888;999;P16;x;30;p10rmn_
PUS1A;Flash HEAD64;4;12;0;0;777;888;999;PeH;x;x;p12rmn_
//;;;;;;;;;;;;
PUSAA;Spineco HEAD16;2;2;3x6;0;777;888;999;P1;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;3x6;0;777;888;999;P2;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;3x6;0;777;888;999;P3;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;3x6;0;777;888;999;P4;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;3x6;0;777;888;999;P5;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;2x5;0;777;888;999;P6;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;2x5;0;777;888;999;P7;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;2x5;0;777;888;999;P8;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;1x4;0;777;888;999;P9;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;1x4;0;777;888;999;P10;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;1x4;0;777;888;999;P11;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;3x6;0;777;888;999;P12;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;3x6;0;777;888;999;P13;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;3x6;0;777;888;999;P14;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;2x5;0;777;888;999;P15;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;2;2x5;0;777;888;999;P16;x;30;p10rmn_
PUSAA;Spineco HEAD16;2;6;0;0;777;888;999;PeH;x;x;p12rmn_
